id	name	north	south	east	west	high	low
14127	Chebanse, Illinois, USA	41.0093	40.9891	-87.905	-87.9224	192	NULL
14128	Msida, Malta	35.9045	35.8913	14.4915	14.4735	27	0
14129	Blata L-Bajda, Malta	35.8893	35.885	14.5027	14.4892	1	0
14130	Pinetum woodland, Pieta, Malta	35.8951	35.8929	14.5019	14.4989	NULL	NULL
14131	Harwinton, Connecticut, USA	41.7985	41.7072	-72.9989	-73.1202	NULL	NULL
14132	Beartown State Park, West Virginia, USA	38.0523	38.0496	-80.2735	-80.2762	NULL	NULL
14133	Grindstone Campground, Virginia, USA	36.6886	36.6859	-81.54	-81.5427	NULL	NULL
14134	Coffs Harbour, New South Wales, Australia	-30.2616	-30.3552	153.154	153.06	NULL	NULL
14135	South Portland, Maine, USA	43.6621	43.603	-70.1656	-70.3124	NULL	NULL
14136	Namakagon Ski Trail, Bayfield Co., Wisconsin, USA	46.2674	46.2413	-91.0772	-91.0994	NULL	NULL
14137	Avon Woods, Cincinnati, Ohio, USA	39.1634	39.1607	-84.4778	-84.4805	NULL	NULL
14138	Bahama, Johnson Mill Rd., North Carolina, USA	36.1658	36.1277	-78.9124	-78.9396	NULL	NULL
